PID,Season,contestant,ChW,ChA,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,VFT,JVF,TotJ,JV%,SurvSc,SurvAv,Days,Finish,Time,nonVFB,VFB%,nVFB%,NoJ,InRCA,InRCW,InICA,InICW,InChA,InChW,InChW%,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,TrCh 2nd,TrCh 3rd,Exile,TVA,VAT%,NI VFT,NI VFT%,Gender,Day 1 Filming date,Age,Hometown,State,Population of Hometown,Profession,Job Code (SOC),Collar,Generation
598,41,Deshawn Radden,1.48,11.35,0.13,1,5,7,55,8,0.61,1.59,4,1,8,0.125,0.86,3.82,26,2,1,3,0.63,0.38,3.07,1,0,8,0,9,0,0,4,2,6,4,10,6,0.6,0,,0,,,,,M,4/1/2021,25,Miami,FL,439890,Medical Student,29-0000,W,Y
599,41,Erika Casupanan,2.03,10.35,0.2,4,6,2,56,7,0.85,4,6,7,8,0.875,1.92,11.28,26,1,1,1,0.86,0.14,6.03,1,0,7,2,8,2,0.25,4,2,6,2,10,4,0.4,0,,2,,,,,F,4/1/2021,31,Toronto,ON,2930000,Communications Manager,Nov-99,W,Y
605,42,Maryanne Oketch,1.28,11.97,0.11,2,8,2,58,9,0.89,4.15,7,7,8,0.875,1.87,10.67,26,1,1,1,0.89,0.11,5.42,2,0,8,0,10,0,0,3,1,6,4,9,5,0.556,,,0,,,,,F,5/16/2021,23,Ajax,ON,126666,Seminary Student,21-2011,?,Z
606,42,Mike Turner,1.63,10.97,0.15,1,6,4,64,8,0.74,2.63,7,1,8,0.125,1.02,5,26,2,1,2,0.75,0.25,4.25,2,0,7,1,9,1,0.11,3,1,6,1,9,2,0.222,,,0,,,,,M,5/16/2021,57,Hoboken,NJ,58690,Retired Firefighter,33-2011,B,Baby Boomer
607,42,Romeo Escobar,1.52,10.97,0.14,4,5,6,56,8,0.61,1.75,5,0,8,0,0.75,3.27,26,3,1,3,0.63,0.38,3.27,2,0,7,1,9,1,0.11,3,1,6,1,9,2,0.222,,,0,,,,,M,5/16/2021,37,Norwalk,CA,100373,Pageant Coach,13-1011,N,Y
608,42,Jonathan Young,3.48,11.97,0.29,0,7,7,58,8,0.86,2.23,4,0,8,0,1.15,5.7,25,4,1,1,0.88,0.13,5.7,2,0,8,2,10,2,0.2,3,2,6,4,9,6,0.667,,,0,,,,,M,5/16/2021,28,Gulf Shores,AL,15736,Beach Service Company Owner,13-0000,N,Y
609,42,Lindsay Dolashewich,4.08,10.97,0.37,2,6,5,58,8,0.74,2.33,6,0,8,0,1.11,6.41,24,5,1,2,0.75,0.25,6.41,2,1,7,2,9,3,0.33,3,1,6,3,9,4,0.444,,,0,,,,,F,5/16/2021,30,Asbury Park,NJ,15194,Dietitian,29-1031,W,Y
610,42,Omar Zaheer,2.08,8.97,0.23,2,4,3,54,6,0.66,2.67,6,0,8,0,0.89,4.74,23,6,1,2,0.67,0.33,4.74,2,1,5,0,7,1,0.14,3,1,6,3,9,4,0.444,,,0,,,,,M,5/16/2021,30,Whitby,ON,138501,Veterinarian,29-1131,W,Y
611,42,Drea Wheeler,0.64,6.97,0.09,3,6,5,51,8,0.74,2.33,6,0,8,0,0.83,2.98,21,7,1,2,0.75,0.25,2.98,1,0,4,0,5,0,0,3,1,6,1,9,2,0.222,,,0,,,,,F,5/16/2021,34,Montreal,QC,1762949,Fitness Consultant,39-9031,N,Y
612,42,Hai Giang,1.63,6.97,0.23,0,5,7,44,6,0.81,2.12,3,0,8,0,1.04,3.75,19,8,1,1,0.83,0.17,3.75,1,0,4,1,5,1,0.2,3,0,6,2,9,2,0.222,,,0,,,,,M,5/16/2021,28,New Orleans,LA,376971,Data Scientist,15-2051,W,Y
613,42,Tori Meehan,3.04,4.97,0.61,0,3,5,35,4,0.71,2.33,3,0,8,0,1.33,5.38,17,9,1,1,0.75,0.25,5.38,0,0,3,2,3,2,0.67,3,2,6,2,9,4,0.444,,,0,,,,,F,5/16/2021,24,Rogers,AR,71112,Therapist,29-1120,W,Z
614,42,Rocksroy Bailey,0.84,3.97,0.21,2,2,4,36,5,0.38,1.4,4,0,8,0,0.59,2.24,17,10,1,3,0.4,0.6,2.24,0,0,2,0,2,0,0,3,2,6,1,9,3,0.333,,,0,,,,,M,5/16/2021,43,Las Vegas,NV,646790,Stay-at-home Dad,00-0000,?,X
615,42,Chanelle Howell,0.63,2.97,0.21,1,0,9,31,3,-0.1,0,2,0,8,0,0.11,0.63,16,11,1,3,0,1,0.63,0,0,1,0,1,0,0,3,1,6,1,9,2,0.222,,,0,,,,,F,5/16/2021,28,New York,NY,8468000,Executive Recruiter,Nov-00,W,Y
616,42,Lydia Meredith,0.53,2.77,0.19,2,2,8,20,3,0.53,1.56,1,0,8,0,0.72,2.08,14,12,1,1,0.67,0.33,2.08,0,0,1,0,1,0,0,2,0,6,2,8,2,0.25,,,0,,,,,F,5/16/2021,21,Santa Monica,CA,91105,Waitress,35-3031,B,Z
617,42,Daniel Strunk,0.1,1.57,0.06,4,0,2,9,2,-0.11,0,1,0,8,0,-0.05,0.1,11,13,1,2,0,1,0.1,0,0,0,0,0,0,#DIV/0!,2,0,5,0,7,0,0,,,0,,,,,M,5/16/2021,30,New Haven,CT,135081,Law Clerk,23-1012,W,Y
618,42,Swati Goel,0.39,1.32,0.3,0,1,3,17,3,0.27,1.33,2,0,8,0,0.57,1.73,11,14,1,2,0.33,0.67,1.73,0,0,1,0,1,0,0,2,1,4,0,6,1,0.167,,,0,,,,,F,5/16/2021,19,Palo Alto,CA,66680,Ivy League Student,54-0000,?,Z
619,42,Jenny Kim,0.3,0.82,0.37,0,0,2,4,1,-0.5,0,0,0,8,0,-0.13,0.3,7,15,1,1,0,1,0.3,0,0,0,0,0,0,#DIV/0!,1,0,3,1,4,1,0.25,,,0,,,,,F,5/16/2021,42,Brooklyn,NY,2600000,Creative Director,27-1011,W,X
620,42,Marya Sherron,0.2,0.57,0.35,0,0,4,4,1,-1,0,0,0,8,0,-0.65,0.2,5,16,1,1,0,1,0.2,0,0,0,0,0,0,#DIV/0!,1,0,2,1,3,1,0.333,,,0,,,,,F,5/16/2021,47,Noblesville,IN,70926,Stay-at-home Mom,00-0000,?,X
621,42,Zach Wurtenberger,0.17,0.37,0.45,0,0,5,5,1,-1,0,0,0,8,0,-0.55,0.17,3,17,1,1,0,1,0.17,0,0,0,0,0,0,#DIV/0!,1,1,1,0,2,1,0.5,,,0,,,,,M,5/16/2021,21,St. Louis,MO,293310,Student,54-0000,?,Z
622,42,Jackson Fox*,0,0.17,0,0,0,6,6,1,-1,0,0,0,8,0,-1,0,3,18,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,1,0,0,0,1,0,0,,,0,,,,,M,5/16/2021,47,Houston,TX,2288000,Healthcare Worker,31-0000,B,X
